,genre_ids,id,original_language,overview,popularity,release_date,title,vote_average,vote_count
8823,"[18, 28]",125727,hi,"In the pastoral expanse of rural Bengal, in Purulia district, single railroad workers and best friends Balaram (Shankar Chakraborty) and Nemai (Tapas Pal) spend their days wrestling on a hill with little work to speak of because the fact that their flag station has only a couple of trains to be flagged off or signalled to.  Wrestling, however, despite its aggression and physical combat, turns into an expression of close bonding for Nimai and Balaram, a bond already established through their complementary work at the flag station. Wrestling, for them, is a way of releasing physical energy and a form of dynamic entertainment.",1.037,2000-08-30,Uttara,5.0,3
8824,"[35, 18]",247472,hi,"A satire on inflation-hit middle-class Indian family from a small city in North India. The story revolves around our protagonist who is struggling to survive in this spiraling inflation and how he comes up with a solution to battle it, only to find himself in an even bigger mess due to their innocence and naivety.",0.782,2013-03-08,Saare Jahaan Se Mehnga,6.6,5
8825,[10749],199979,hi,"A police officer Ram (Sunil Shetty), a man of his word. His wife Manthara (Archana Puran Singh) is obsessed with money and neglects her family in pursuit of getting rich quick. She forces Ram to buy a lottery ticket and he obliges. When he goes into a restaurant for a snack, he finds that he has no money to tip the waitress Piya (Priya Gill). He promises her half the money if he ever wins the lottery. And to his surprise, he does!! But Manthara is not about to give up half of this windfall so easily....and as Ram and Piya come closer to each other, they discover a growing attraction....",1.286,1999-01-22,Bade Dilwala,2.7,3
8826,"[35, 18]",639414,hi,"A disillusioned Delhi wife (Dolly), and her new-in-town cousin (Kitty), navigate damning secrets, dreams and their thorny dynamic on their respective roads to freedom.",1.82,2019-10-04,Dolly Kitty and Those Twinkling Stars,5.8,9
8827,"[53, 28, 18]",380593,hi,"Inspector Vijay Verma finally manages to capture criminal mastermind Jojo. But Jojo escapes from jail and kills Vijay's friends for revenge, leaving Vijay determined to fulfill a vendetta of his own.",1.285,1991-11-08,Akayla,6.7,3
8828,"[28, 35, 18]",101737,hi,"Ram and Balram are 2 young boys who live with their loving parents. Their scheming uncle, Jagatpal, however kills the boy's father and mother. Jagatpal lies to the boys that their parents have been killed in an accident and promises to raise them himself. He enrolls the younger brother Balram, in school and eventually sends him off to join the police force. The older becomes a mechanic. Jagatpal has a tight hold on the boys, even when Ram is an adult, he still gives all his wages to his uncle and is only allowed to keep a few rupees for pocket money.",1.785,1980-04-12,Ram Balram,4.7,3
8829,[18],60124,hi,"An ex-boxer Baldev Choudhary (Dharmendra) has had a stain in his boxing career. He wanted to wash it with his son Angad's (Sunny Deol) success, but times were hard and a financial crunch kept him from achieving this dream. Though Angad pulled through fine, Baldev never forgot who ruined his chance to wash the stain. An opportunity strikes Baldev in the form of a T.V. Show. He trains a local boy to get into this media hyped boxing show, but is ditched for a better coach at the last minute. Baldev's younger son Karan (Bobby Deol) has just launched his first music album. Realizing his father is in crises of his life, he gives up his dream of a musical career to get into the game of boxing.",1.707,2007-06-29,Apne,5.9,17
8830,"[28, 18]",586776,hi,"The journey of Indian film industry's first stunt woman Reshma Pathan, it will trace the life of Reshma and her stint in movies as a body double for various actresses. Bidita Bag plays the lead role of feisty stunt-woman.",1.814,2019-03-08,The Sholay Girl,7.0,1
8831,[18],81267,hi,A woman's need for an unfinished sculpture blossoms into an obsession.,0.777,2011-10-08,Corrode,0.0,1
8832,[18],521080,hi,"Based on Rabindranath Tagore’s famous short story 'Kabuliwala', the film is about a young girl’s quest to discover more about her dead father’s friend who used to play bioscope shows for her as a kid.",0.776,2018-05-25,Bioscopewala,7.8,5
8833,"[12, 35, 10749]",196312,hi,"Hum Hai Raahi CAR Ke is the story of two friends who on one New Year's night decide to travel from Mumbai to Pune. But a trip that should only take a couple of hours ends up becoming an all-nighters, with wacky events keeping them on the road and preventing them from reaching their destination.",1.009,2013-05-24,Hum Hai Raahi CAR Ke,7.5,2
8834,[],580082,hi,A family prepares for their patriach's birthday,1.609,2018-11-26,Rogan Josh,4.6,5
8835,"[18, 10749]",79731,hi,"A man shares some lazy memories about his friend, Manek Mulla, who had a knack for telling stories. On this particular afternoon, Manek narrates a 'unique' love affair with the help of different stories, various characters' point of views and the social relevance of these stories. As these stories proceed, reality mixes with fiction.",1.183,1992-12-31,The Seventh Horse of the Sun,6.8,8
8836,"[80, 18, 53]",71069,hi,Power struggles ensue in a gang after the sudden death of their leader.,1.802,2011-06-03,Bhindi Baazaar Inc,7.0,3
8837,"[28, 10749]",362100,hi,"Pooja and Chander Kapoor have a heart-to-heart conversation on the telephone. When they finally meet and all is reveal they both fell in love with each other; Chander lives with his advocate dad Dilip Dev Kapoor while Pooja lives a wealthy but stressful family life with her alcoholic dad, her Dai Maa and a self-senile mother. Unfortunately for them Pooja's parents would like her to marry a person of their choice; this pits Chander against them. Then one day Pooja goes missing and the police headed by a rowdy inspector Mathur arrests Chander for abducting her much to his shock. Then Chander escapes from police custody and begins a man-hunt for Pooja.",1.034,2001-01-01,Aashiq,6.0,3
8838,"[27, 53]",640402,hi,"The story of the film follows Karan Khanna, a politician of Indian origin in the United Kingdom, who is accused of killing his wife. He tells his lawyer that a spirit committed the murder and should be tried.",1.086,2019-10-18,Ghost,5.5,4
8839,[27],415908,hi,"It's not just a matter of one spirit, it's a matter of multiple possessions in one body.",1.318,2014-06-13,Machhli Jal Ki Rani Hai,4.5,4
8840,"[10749, 53]",276480,hi,"Raj Mittal and his wife Sapna reside in Dubai, where Raj works for a British firm. To make money, he works day and night, leaving Sapna alone. Sapna then embarks on an extramarital affair with a stranger, leading to emotional turmoil and eventually, murder.",1.799,2004-04-02,Hawas,3.7,6
8841,[],159653,hi,"Bhushan Chaudhry (Shafi Inamdar) and Mr. Agarwal (Tiku Talsania) are business rivals, and hate each other. Their children, Rajesh Chaudhry (Aamir Khan) and Asha Agarwal (Juhi Chawla) study in the same class in college, and are in love with each other. Both are terrified of what their parents will do when they find out about their romance. And when the parents do find out, all kinds of restrictions are placed on them. Unable to stay away from each other, they elope in a stolen car. On the way, they come across an injured man, and decide to take him to hospital. Little knowing that helping this stranger will not only change their lives forever, but also place their lives in danger.",1.799,1992-06-18,Daulat Ki Jung,7.0,4
8842,"[28, 18, 10752]",540612,hi,"A war drama based on the Indo-China War of 1962, JP Dutta's ""PALTAN"" focuses on the hard-hitting truth of India's relations with China, and how it is important to acknowledge that China, an enormous power in world politics, poses to be a huge threat to India.",0.887,2018-09-07,Paltan,5.6,6
8843,[],245690,hi,"A troubled ACP adopts a young poor child named Deva whose mother and father died. When he grows up, he helps his adopted father as a police officer and ACP to solve various crimes around town to save his job and protect his family. Deva should not only help his father by tracking down a mob or fight gang members, but he has to release his half-brother Karan from police custody after he is framed for murder.",1.253,1995-01-01,Hulchul,7.0,2
8844,"[18, 10402, 10749]",198755,hi,"The moody, music-filled romance Barsaat was Raj Kapoor’s first megahit and first film with composers Shankar-Jaikishan, the hit-writing duo who would hereafter score Kapoor’s films. Barsaat shuttles between the stories of romantic idealist Pran (Kapoor) and his more carnally-driven best friend Gopal (Prem Nath), who both meet and romance the daughters of innkeepers. Gopal loves and leaves Neela (future star Nimmi, in her debut), vowing to return when the monsoon comes, while Pran woos Reshma (Nargis, Kapoor’s main leading lady) with music until her father ends it, claiming all city boys are degenerates. In an attempt to see Pran once more, Reshma falls into a river and is presumed dead… (Encyclopaedia of Indian Cinema). —Pacific Cinémathèque",1.063,1949-04-20,Barsaat,7.5,4
8845,"[9648, 53]",498479,hi,"In the misty town of Manali, ACP Ashwini Dixit attempts to solve a series of mysterious murders happening in a single night, which might be connected to the night club, Vodka Diaries.",1.254,2018-01-19,Vodka Diaries,6.2,10
8846,"[18, 36, 10752]",268534,hi,"In 1948, a cross-fire erupts at an isolated stretch of Indo-Pak border, leaving only two soldiers alive. One is an Indian soldier of Pakistani origin while the other happens to be a Pakistani soldier of Indian origin. An ironic story of pride and survival begins when - in an attempt to evade danger, they bump into each other. And amidst continuous exchange of bullets, altercations and murkier situations, it evolves into a journey of human connection with an unforeseeable end.",1.597,2014-05-02,Kya Dilli Kya Lahore,8.0,5
8847,"[28, 80, 18]",241490,hi,"A convict by the name of Yogi Shankar is accused of sexual molestation in court. The Judge Jagdish Verma who is responsible for passing Jogi's sentence is well aware of Jogi's behavior as he was once Jogi's defense advocate. With no hesitation Jagdish Verma grant a seven years period of rigorous punishment to Jogi despite his pleadings. The Judge family consists of his wife Urmilla, sons Kunal and Karan Verma; on completion of his seven years sentence Jogi is released from jail and abducts Urmilla, finds out that she is pregnant, ensures that she gives birth to a baby girl Tina and then kills her.",1.312,1993-10-03,Pehchaan,4.5,4
